,Temperature[C],Humidity[%],eCO2[ppm],Fire Alarm
57654,7.329,40.37,436,0
57655,7.275,40.36,438,0
57656,7.221,40.33,438,0
57657,7.167,40.28,432,0
57658,7.112,40.23,427,0
57659,7.058,40.32,467,0
57660,7.004,41.24,459,0
57661,6.95,42.29,452,0
57662,6.896,43.12,449,0
57663,6.842,43.78,451,0
57664,6.788,44.27,456,0
57665,6.734,44.64,447,0
57666,6.68,44.93,444,0
57667,6.626,45.21,437,0
57668,6.572,45.46,445,0
57669,6.518,45.59,440,0
57670,6.464,45.79,442,0
57671,6.41,45.89,431,0
57672,6.356,46.05,438,0
57673,6.302,46.14,441,0
57674,6.248,46.26,433,0
57675,6.194,46.34,430,0
57676,6.141,46.42,426,0
57677,6.087,46.45,432,0
57678,6.033,46.55,429,0
57679,5.979,46.61,433,0
57680,5.926,46.68,417,0
57681,5.872,46.73,422,0
57682,5.818,46.77,429,0
57683,5.765,46.82,424,0
57684,5.711,46.87,417,0
57685,5.657,46.94,419,0
57686,5.604,46.96,437,0
57687,5.55,47.01,420,0
57688,5.497,47.09,429,0
57689,5.443,47.01,400,0
57690,5.39,45.99,400,0
57691,5.336,44.92,400,0
57692,5.283,44.08,400,0
57693,5.23,43.34,400,0
57694,5.176,42.84,404,0
57695,5.123,42.5,406,0
57696,5.07,42.15,400,0
57697,5.017,41.85,400,0
57698,4.963,41.67,403,0
57699,4.91,41.5,412,0
57700,4.857,41.35,404,0
57701,4.804,41.27,410,0
57702,4.751,41.15,408,0
57703,4.698,41.07,410,0
57704,4.645,40.96,407,0
57705,4.592,40.93,417,0
57706,4.539,40.82,422,0
57707,4.486,40.77,424,0
57708,4.433,40.71,415,0
57709,4.38,40.65,407,0
57710,4.328,40.63,400,0
57711,4.275,40.57,408,0
57712,4.222,40.53,409,0
57713,4.169,40.47,412,0
57714,4.117,40.43,401,0
57715,4.064,40.41,404,0
57716,4.012,40.36,404,0
57717,3.959,40.31,410,0
57718,3.907,40.29,415,0
57719,3.854,40.39,442,0
57720,3.802,41.37,447,0
57721,3.749,42.38,437,0
57722,3.697,43.19,441,0
57723,3.645,43.88,424,0
57724,3.593,44.36,421,0
57725,3.541,44.74,421,0
57726,3.488,45.07,412,0
57727,3.436,45.32,408,0
57728,3.384,45.5,400,0
57729,3.332,45.69,413,0
57730,3.28,45.84,400,0
57731,3.228,46.02,416,0
57732,3.177,46.12,406,0
57733,3.125,46.21,417,0
57734,3.073,46.33,409,0
57735,3.021,46.36,411,0
57736,2.97,46.46,408,0
57737,2.918,46.56,425,0
57738,2.866,46.62,415,0
57739,2.815,46.7,412,0
57740,2.763,46.74,416,0
57741,2.712,46.81,422,0
57742,2.661,46.88,417,0
57743,2.609,46.97,422,0
57744,2.558,46.99,419,0
57745,2.507,47.04,413,0
57746,2.456,47.05,408,0
57747,2.405,47.08,404,0
57748,2.354,47.14,400,0
57749,2.303,47.09,400,0
57750,2.252,46.07,400,0
57751,2.201,44.99,400,0
57752,2.15,44.14,400,0
57753,2.099,43.47,400,0
57754,2.049,42.94,400,0
57755,1.998,42.54,400,0
57756,1.947,42.22,404,0
57757,1.897,41.96,400,0
57758,1.846,41.79,400,0
57759,1.796,41.61,400,0
57760,1.746,41.48,400,0
57761,1.695,41.36,400,0
57762,1.645,41.2,400,0
57763,1.595,41.16,400,0
57764,1.545,41.07,400,0
57765,1.495,40.93,400,0
57766,1.445,40.86,400,0
57767,1.395,40.82,400,0
57768,1.345,40.77,400,0
57769,1.295,40.72,400,0
57770,1.245,40.66,400,0
57771,1.196,40.63,400,0
57772,1.146,40.57,400,0
57773,1.096,40.55,400,0
57774,1.047,40.49,400,0
57775,0.998,40.42,400,0
57776,0.948,40.41,400,0
57777,0.899,40.35,400,0
57778,0.85,40.34,400,0
57779,0.8,40.39,425,0
57780,0.751,41.36,422,0
57781,0.702,42.41,416,0
57782,0.653,43.22,418,0
57783,0.605,43.92,407,0
57784,0.556,44.39,402,0
57785,0.507,44.79,400,0
57786,0.458,45.05,406,0
57787,0.41,45.29,404,0
57788,0.361,45.55,406,0
57789,0.313,45.69,408,0
57790,0.264,45.86,404,0
57791,0.216,46.02,400,0
57792,0.168,46.16,400,0
57793,0.12,46.27,403,0
57794,0.072,46.35,407,0
57795,0.024,46.41,411,0
57796,-0.024,46.54,405,0
57797,-0.072,46.59,400,0
57798,-0.12,46.69,400,0
57799,-0.168,46.77,408,0
57800,-0.215,46.81,410,0
57801,-0.263,46.88,400,0
57802,-0.31,46.94,400,0
57803,-0.358,46.96,405,0
57804,-0.405,47.05,400,0
57805,-0.452,47.09,400,0
57806,-0.5,47.13,400,0
57807,-0.547,47.19,400,0
57808,-0.594,47.2,400,0
57809,-0.641,47.21,400,0
57810,-0.687,46.18,400,0
57811,-0.734,45.1,400,0
57812,-0.781,44.28,400,0
57813,-0.827,43.54,400,0
57814,-0.874,43.04,400,0
57815,-0.92,42.61,400,0
57816,-0.967,42.26,400,0
57817,-1.013,42.07,400,0
57818,-1.059,41.84,400,0
57819,-1.105,41.69,400,0
57820,-1.151,41.52,400,0
57821,-1.197,41.36,400,0
57822,-1.243,41.34,400,0
57823,-1.289,41.2,400,0
57824,-1.335,41.12,400,0
57825,-1.38,41.02,400,0
57826,-1.426,40.98,400,0
57827,-1.471,40.91,400,0
57828,-1.516,40.89,400,0
57829,-1.562,40.82,400,0
57830,-1.607,40.76,400,0
57831,-1.652,40.71,400,0
57832,-1.697,40.66,400,0
57833,-1.742,40.58,400,0
57834,-1.786,40.56,400,0
57835,-1.831,40.52,400,0
57836,-1.876,40.49,400,0
57837,-1.92,40.46,400,0
57838,-1.964,40.42,400,0
57839,-2.009,40.5,435,0
57840,-2.053,41.44,434,0
57841,-2.097,42.46,437,0
57842,-2.141,43.29,424,0
57843,-2.185,43.99,416,0
57844,-2.229,44.46,413,0
57845,-2.273,44.79,403,0
57846,-2.316,45.1,416,0
57847,-2.36,45.37,403,0
57848,-2.403,45.61,401,0
57849,-2.447,45.77,402,0
57850,-2.49,45.95,400,0
57851,-2.533,46.09,404,0
57852,-2.576,46.26,400,0
57853,-2.619,46.35,400,0
57854,-2.662,46.41,400,0
57855,-2.705,46.53,400,0
57856,-2.747,46.66,400,0
57857,-2.79,46.7,400,0
57858,-2.832,46.78,400,0
57859,-2.875,46.83,400,0
57860,-2.917,46.89,400,0
57861,-2.959,46.94,400,0
57862,-3.001,46.98,400,0
57863,-3.043,47.05,400,0
57864,-3.085,47.1,400,0
57865,-3.126,47.13,408,0
57866,-3.168,47.19,400,0
57867,-3.21,47.28,400,0
57868,-3.251,47.3,400,0
57869,-3.292,47.27,400,0
57870,-3.333,46.2,400,0
57871,-3.375,45.14,400,0
57872,-3.416,44.3,400,0
57873,-3.456,43.62,400,0
57874,-3.497,43.09,400,0
57875,-3.538,42.66,400,0
57876,-3.578,42.33,400,0
57877,-3.619,42.08,400,0
57878,-3.659,41.88,400,0
57879,-3.699,41.73,400,0
57880,-3.739,41.58,400,0
57881,-3.779,41.38,400,0
57882,-3.819,41.28,400,0
57883,-3.859,41.23,400,0
57884,-3.899,41.13,400,0
57885,-3.938,41.07,400,0
57886,-3.978,41.03,400,0
57887,-4.017,40.93,400,0
57888,-4.056,40.88,400,0
57889,-4.095,40.83,400,0
57890,-4.134,40.81,400,0
57891,-4.173,40.76,400,0
57892,-4.212,40.71,400,0
57893,-4.25,40.68,400,0
57894,-4.289,40.64,400,0
57895,-4.327,40.56,400,0
57896,-4.365,40.51,400,0
57897,-4.403,40.49,400,0
57898,-4.441,40.46,400,0
57899,-4.479,40.49,417,0
57900,-4.517,41.43,424,0
57901,-4.555,42.5,418,0
57902,-4.592,43.35,408,0
57903,-4.63,43.98,406,0
57904,-4.667,44.5,404,0
57905,-4.704,44.87,400,0
57906,-4.741,45.2,400,0
57907,-4.778,45.42,400,0
57908,-4.815,45.69,400,0
57909,-4.852,45.85,400,0
57910,-4.888,46.01,400,0
57911,-4.925,46.18,400,0
57912,-4.961,46.27,400,0
57913,-4.997,46.41,400,0
57914,-5.033,46.52,400,0
57915,-5.069,46.62,400,0
57916,-5.105,46.66,400,0
57917,-5.14,46.78,400,0
57918,-5.176,46.86,400,0
57919,-5.211,46.9,404,0
57920,-5.247,46.95,400,0
57921,-5.282,47.09,402,0
57922,-5.317,47.07,400,0
57923,-5.352,47.14,400,0
57924,-5.386,47.21,400,0
57925,-5.421,47.26,400,0
57926,-5.456,47.3,400,0
57927,-5.49,47.36,400,0
57928,-5.524,47.38,400,0
57929,-5.558,47.39,400,0
57930,-5.592,46.3,400,0
57931,-5.626,45.25,400,0
57932,-5.66,44.36,400,0
57933,-5.693,43.74,400,0
57934,-5.727,43.14,400,0
57935,-5.76,42.73,400,0
57936,-5.793,42.41,400,0
57937,-5.826,42.22,400,0
57938,-5.859,41.95,400,0
57939,-5.892,41.8,400,0
57940,-5.924,41.63,400,0
57941,-5.957,41.52,400,0
57942,-5.989,41.42,400,0
57943,-6.021,41.31,400,0
57944,-6.053,41.23,400,0
57945,-6.085,41.18,400,0
57946,-6.117,41.07,400,0
57947,-6.149,41.06,400,0
57948,-6.18,40.94,400,0
57949,-6.212,40.92,400,0
57950,-6.243,40.88,400,0
57951,-6.274,40.79,400,0
57952,-6.305,40.77,400,0
57953,-6.336,40.71,400,0
57954,-6.366,40.73,400,0
57955,-6.397,40.67,400,0
57956,-6.427,40.56,400,0
57957,-6.457,40.59,400,0
57958,-6.487,40.57,400,0
57959,-6.517,40.66,429,0
57960,-6.547,41.57,427,0
57961,-6.577,42.63,433,0
57962,-6.606,43.5,422,0
57963,-6.635,44.05,414,0
57964,-6.665,44.61,404,0
57965,-6.694,44.99,400,0
57966,-6.722,45.31,404,0
57967,-6.751,45.55,406,0
57968,-6.78,45.78,400,0
57969,-6.808,45.95,409,0
57970,-6.836,46.15,404,0
57971,-6.865,46.27,400,0
57972,-6.892,46.41,405,0
57973,-6.92,46.47,406,0
57974,-6.948,46.61,411,0
57975,-6.975,46.71,406,0
57976,-7.003,46.83,408,0
57977,-7.03,46.88,400,0
57978,-7.057,46.96,415,0
57979,-7.084,47.03,400,0
57980,-7.111,47.07,400,0
57981,-7.137,47.13,404,0
57982,-7.164,47.19,400,0
57983,-7.19,47.28,400,0
57984,-7.216,47.29,400,0
57985,-7.242,47.39,401,0
57986,-7.268,47.42,401,0
57987,-7.294,47.44,400,0
57988,-7.319,47.52,400,0
57989,-7.344,47.43,400,0
57990,-7.37,46.36,400,0
57991,-7.395,45.33,400,0
57992,-7.419,44.44,400,0
57993,-7.444,43.78,400,0
57994,-7.469,43.24,400,0
57995,-7.493,42.88,400,0
57996,-7.517,42.54,400,0
57997,-7.541,42.25,400,0
57998,-7.565,42.04,400,0
57999,-7.589,41.87,400,0
58000,-7.612,41.71,400,0
58001,-7.636,41.54,400,0
58002,-7.659,41.48,400,0
58003,-7.682,41.39,400,0
58004,-7.705,41.31,400,0
58005,-7.728,41.19,400,0
58006,-7.75,41.16,400,0
58007,-7.773,41.07,400,0
58008,-7.795,40.97,400,0
58009,-7.817,40.95,400,0
58010,-7.839,40.92,400,0
58011,-7.86,40.86,400,0
58012,-7.882,40.87,400,0
58013,-7.903,40.79,400,0
58014,-7.925,40.72,400,0
58015,-7.946,40.71,400,0
58016,-7.966,40.63,400,0
58017,-7.987,40.61,400,0
58018,-8.008,40.59,400,0
58019,-8.028,40.65,416,0
58020,-8.048,41.59,412,0
58021,-8.068,42.62,403,0
58022,-8.088,43.45,413,0
58023,-8.108,44.14,400,0
58024,-8.127,44.63,403,0
58025,-8.147,45.02,400,0
58026,-8.166,45.32,400,0
58027,-8.185,45.58,403,0
58028,-8.203,45.82,400,0
58029,-8.222,46.01,400,0
58030,-8.24,46.17,400,0
58031,-8.259,46.32,401,0
58032,-8.277,46.4,400,0
58033,-8.295,46.56,400,0
58034,-8.312,46.59,400,0
58035,-8.33,46.74,400,0
58036,-8.347,46.85,400,0
58037,-8.364,46.93,411,0
58038,-8.381,46.96,401,0
58039,-8.398,47.09,400,0
58040,-8.415,47.12,400,0
58041,-8.431,47.2,408,0
58042,-8.448,47.28,401,0
58043,-8.464,47.32,400,0
58044,-8.48,47.38,401,0
58045,-8.496,47.46,400,0
58046,-8.511,47.47,400,0
58047,-8.527,47.52,400,0
58048,-8.542,47.59,402,0
58049,-8.557,47.5,400,0
58050,-8.572,46.44,400,0
58051,-8.587,45.35,400,0
58052,-8.601,44.52,400,0
58053,-8.615,43.8,400,0
58054,-8.63,43.3,400,0
58055,-8.644,42.88,400,0
58056,-8.658,42.54,400,0
58057,-8.671,42.35,400,0
58058,-8.685,42.09,400,0
58059,-8.698,41.92,400,0
58060,-8.711,41.75,400,0
58061,-8.725,41.69,400,0
58062,-8.737,41.57,400,0
58063,-8.75,41.45,400,0
58064,-8.763,41.36,400,0
58065,-8.775,41.29,400,0
58066,-8.787,41.19,400,0
58067,-8.799,41.13,400,0
58068,-8.811,41.06,400,0
58069,-8.823,41.02,400,0
58070,-8.834,40.95,400,0
58071,-8.846,40.88,400,0
58072,-8.857,40.83,400,0
58073,-8.868,40.79,400,0
58074,-8.879,40.79,400,0
58075,-8.89,40.75,400,0
58076,-8.9,40.72,400,0
58077,-8.911,40.61,400,0
58078,-8.921,40.63,400,0
58079,-8.931,40.66,421,0
58080,-8.941,41.63,426,0
58081,-8.951,42.64,428,0
58082,-8.961,43.55,417,0
58083,-8.97,44.2,424,0
58084,-8.98,44.65,404,0
58085,-8.989,45.09,400,0
58086,-8.998,45.38,406,0
58087,-9.007,45.65,400,0
58088,-9.015,45.82,401,0
58089,-9.024,46.03,400,0
58090,-9.032,46.14,400,0
58091,-9.041,46.3,400,0
58092,-9.049,46.45,400,0
58093,-9.057,46.57,400,0
58094,-9.064,46.63,400,0
58095,-9.072,46.74,400,0
58096,-9.08,46.83,400,0
58097,-9.087,46.91,400,0
58098,-9.094,46.97,400,0
58099,-9.101,47.03,400,0
58100,-9.108,47.05,400,0
58101,-9.115,47.15,400,0
58102,-9.121,47.21,401,0
58103,-9.128,47.24,400,0
58104,-9.134,47.3,400,0
58105,-9.14,47.37,400,0
58106,-9.146,47.45,400,0
58107,-9.152,47.47,400,0
58108,-9.158,47.53,400,0
58109,-9.164,47.43,400,0
58110,-9.169,46.39,400,0
58111,-9.175,45.38,400,0
58112,-9.18,44.54,400,0
58113,-9.185,43.85,400,0
58114,-9.19,43.27,400,0
58115,-9.194,42.89,400,0
58116,-9.199,42.57,400,0
58117,-9.203,42.3,400,0
58118,-9.208,42.13,400,0
58119,-9.212,41.92,400,0
58120,-9.216,41.79,400,0
58121,-9.22,41.69,400,0
58122,-9.224,41.53,400,0
58123,-9.227,41.43,400,0
58124,-9.231,41.34,400,0
58125,-9.234,41.29,400,0
58126,-9.237,41.22,400,0
58127,-9.241,41.17,400,0
58128,-9.244,41.1,400,0
58129,-9.246,41.06,400,0
58130,-9.249,40.99,400,0
58131,-9.252,40.93,400,0
58132,-9.254,40.95,400,0
58133,-9.256,40.85,400,0
58134,-9.259,40.79,400,0
58135,-9.261,40.75,400,0
58136,-9.263,40.74,400,0
58137,-9.264,40.67,400,0
58138,-9.266,40.65,400,0
58139,-9.267,40.71,415,0
58140,-9.269,41.66,415,0
58141,-9.27,42.67,404,0
58142,-9.271,43.51,408,0
58143,-9.272,44.18,400,0
58144,-9.273,44.64,400,0
58145,-9.274,45.01,400,0
58146,-9.275,45.36,400,0
58147,-9.275,45.63,400,0
58148,-9.275,45.83,400,0
58149,-9.276,46.05,400,0
58150,-9.276,46.18,400,0
58151,-9.276,46.37,400,0
58152,-9.276,46.46,400,0
58153,-9.276,46.56,400,0
58154,-9.275,46.7,400,0
58155,-9.275,46.78,400,0
58156,-9.274,46.86,400,0
58157,-9.273,46.91,400,0
58158,-9.273,46.99,400,0
58159,-9.272,47.11,400,0
58160,-9.271,47.16,408,0
58161,-9.269,47.18,400,0
58162,-9.268,47.21,400,0
58163,-9.267,47.28,400,0
58164,-9.265,47.38,400,0
58165,-9.263,47.46,400,0
58166,-9.262,47.49,400,0
58167,-9.26,47.56,400,0
58168,-9.258,47.57,400,0
58169,-9.256,47.53,400,0
58170,-9.253,46.46,400,0
58171,-9.251,45.42,400,0
58172,-9.249,44.58,400,0
58173,-9.246,43.89,400,0
58174,-9.243,43.4,400,0
58175,-9.241,42.94,400,0
58176,-9.238,42.63,400,0
58177,-9.235,42.37,400,0
58178,-9.232,42.18,400,0
58179,-9.228,41.95,400,0
58180,-9.225,41.79,400,0
58181,-9.222,41.73,400,0
58182,-9.218,41.6,400,0
58183,-9.214,41.46,400,0
58184,-9.211,41.39,400,0
58185,-9.207,41.34,400,0
58186,-9.203,41.25,400,0
58187,-9.199,41.19,400,0
58188,-9.194,41.13,400,0
58189,-9.19,41.06,400,0
58190,-9.186,41.08,400,0
58191,-9.181,40.94,400,0
58192,-9.177,40.94,400,0
58193,-9.172,40.88,400,0
58194,-9.167,40.84,400,0
58195,-9.162,40.79,400,0
58196,-9.157,40.76,400,0
58197,-9.152,40.71,400,0
58198,-9.147,40.69,400,0
58199,-9.141,40.77,420,0
58200,-9.136,41.74,413,0
58201,-9.131,42.75,410,0
58202,-9.125,43.61,411,0
58203,-9.119,44.25,400,0
58204,-9.113,44.72,400,0
58205,-9.107,45.1,400,0
58206,-9.101,45.44,400,0
58207,-9.095,45.7,400,0
58208,-9.089,45.92,400,0
58209,-9.083,46.12,400,0
58210,-9.077,46.26,400,0
58211,-9.07,46.42,400,0
58212,-9.063,46.55,400,0
58213,-9.057,46.62,400,0
58214,-9.05,46.76,400,0
58215,-9.043,46.84,400,0
58216,-9.036,46.91,400,0
58217,-9.029,47,400,0
58218,-9.022,47.1,400,0
58219,-9.015,47.13,400,0
58220,-9.008,47.24,400,0
58221,-9,47.33,400,0
58222,-8.993,47.32,400,0
58223,-8.985,47.42,400,0
58224,-8.978,47.43,400,0
58225,-8.97,47.48,400,0
58226,-8.962,47.57,400,0
58227,-8.954,47.59,400,0
58228,-8.946,47.63,400,0
58229,-8.938,47.62,400,0
58230,-8.93,46.56,400,0
58231,-8.922,45.48,400,0
58232,-8.913,44.63,400,0
58233,-8.905,43.93,400,0
58234,-8.896,43.42,400,0
58235,-8.888,42.96,400,0
58236,-8.879,42.67,400,0
58237,-8.87,42.36,400,0
58238,-8.862,42.16,400,0
58239,-8.853,42,400,0
58240,-8.844,41.83,400,0
58241,-8.835,41.72,400,0
58242,-8.826,41.55,400,0
58243,-8.816,41.52,400,0
58244,-8.807,41.39,400,0
58245,-8.798,41.34,400,0
58246,-8.788,41.24,400,0
58247,-8.779,41.21,400,0
58248,-8.769,41.14,400,0
58249,-8.759,41.04,400,0
58250,-8.75,41.03,400,0
58251,-8.74,41,400,0
58252,-8.73,40.94,400,0
58253,-8.72,40.93,400,0
58254,-8.71,40.84,400,0
58255,-8.7,40.81,400,0
58256,-8.69,40.75,400,0
58257,-8.679,40.8,400,0
58258,-8.669,40.75,400,0
58259,-8.659,40.82,426,0
58260,-8.648,41.77,424,0
58261,-8.638,42.78,406,0
58262,-8.627,43.64,413,0
58263,-8.616,44.28,410,0
58264,-8.606,44.75,400,0
58265,-8.595,45.15,400,0
58266,-8.584,45.44,400,0
58267,-8.573,45.76,400,0
58268,-8.562,45.95,403,0
58269,-8.551,46.14,400,0
58270,-8.54,46.3,400,0
58271,-8.528,46.43,400,0
58272,-8.517,46.6,400,0
58273,-8.506,46.69,400,0
58274,-8.494,46.78,400,0
58275,-8.483,46.9,400,0
58276,-8.472,46.98,400,0
58277,-8.46,47.02,400,0
58278,-8.448,47.08,400,0
58279,-8.437,47.16,400,0
58280,-8.425,47.25,403,0
58281,-8.413,47.28,407,0
58282,-8.401,47.38,400,0
58283,-8.389,47.37,400,0
58284,-8.377,47.46,400,0
58285,-8.365,47.5,400,0
58286,-8.353,47.57,400,0
58287,-8.341,47.64,400,0
58288,-8.329,47.66,400,0
58289,-8.316,47.61,400,0
58290,-8.304,46.61,400,0
58291,-8.292,45.51,400,0
58292,-8.279,44.69,400,0
58293,-8.267,43.98,400,0
58294,-8.254,43.46,400,0
58295,-8.241,43.03,400,0
58296,-8.229,42.67,400,0
58297,-8.216,42.44,400,0
58298,-8.203,42.19,400,0
58299,-8.191,42.07,400,0
58300,-8.178,41.89,400,0
58301,-8.165,41.75,400,0
58302,-8.152,41.65,400,0
58303,-8.139,41.55,400,0
58304,-8.126,41.42,400,0
58305,-8.113,41.36,400,0
58306,-8.099,41.26,400,0
58307,-8.086,41.21,400,0
58308,-8.073,41.16,400,0
58309,-8.06,41.08,400,0
58310,-8.046,41.06,400,0
58311,-8.033,41.01,400,0
58312,-8.02,40.99,400,0
58313,-8.006,40.93,400,0
58314,-7.993,40.89,400,0
58315,-7.979,40.88,400,0
58316,-7.965,40.82,400,0
58317,-7.952,40.81,400,0
58318,-7.938,40.8,400,0
58319,-7.924,40.84,425,0
58320,-7.911,41.82,420,0
58321,-7.897,42.87,420,0
58322,-7.883,43.75,408,0
58323,-7.869,44.3,405,0
58324,-7.855,44.83,410,0
58325,-7.841,45.2,400,0
58326,-7.827,45.51,400,0
58327,-7.813,45.79,406,0
58328,-7.799,45.98,404,0
58329,-7.785,46.2,403,0
58330,-7.771,46.42,400,0
58331,-7.757,46.49,400,0
58332,-7.742,46.63,400,0
58333,-7.728,46.81,400,0
58334,-7.714,46.85,400,0
58335,-7.7,46.93,400,0
58336,-7.685,47.08,400,0
58337,-7.671,47.14,402,0
58338,-7.656,47.2,400,0
58339,-7.642,47.27,400,0
58340,-7.627,47.35,408,0
58341,-7.613,47.38,400,0
58342,-7.598,47.45,400,0
58343,-7.584,47.46,400,0
58344,-7.569,47.54,403,0
58345,-7.555,47.62,400,0
58346,-7.54,47.64,400,0
58347,-7.525,47.71,400,0
58348,-7.511,47.74,411,0
58349,-7.496,47.71,400,0
58350,-7.481,46.68,400,0
58351,-7.466,45.59,400,0
58352,-7.452,44.72,400,0
58353,-7.437,44.04,400,0
58354,-7.422,43.55,400,0
58355,-7.407,43.13,400,0
58356,-7.392,42.8,400,0
58357,-7.377,42.52,400,0
58358,-7.362,42.33,400,0
58359,-7.347,42.14,400,0
58360,-7.332,41.97,400,0
58361,-7.317,41.9,400,0
58362,-7.302,41.76,400,0
58363,-7.287,41.59,400,0
58364,-7.272,41.49,400,0
58365,-7.257,41.47,400,0
58366,-7.242,41.36,400,0
58367,-7.227,41.27,400,0
58368,-7.212,41.27,400,0
58369,-7.196,41.18,400,0
58370,-7.181,41.14,400,0
58371,-7.166,41.09,400,0
58372,-7.151,41.04,400,0
58373,-7.136,41,400,0
58374,-7.12,40.99,400,0
58375,-7.105,40.94,400,0
58376,-7.09,40.93,400,0
58377,-7.075,40.86,400,0
58378,-7.059,40.81,400,0
58379,-7.044,40.89,414,0
58380,-7.029,41.87,424,0
58381,-7.013,42.88,411,0
58382,-6.998,43.69,413,0
58383,-6.983,44.32,414,0
58384,-6.967,44.85,414,0
58385,-6.952,45.28,403,0
58386,-6.937,45.61,404,0
58387,-6.921,45.88,410,0
58388,-6.906,46.06,401,0
58389,-6.891,46.29,400,0
58390,-6.875,46.43,406,0
58391,-6.86,46.54,400,0
58392,-6.844,46.71,400,0
58393,-6.829,46.79,407,0
58394,-6.814,46.92,400,0
58395,-6.798,47,401,0
58396,-6.783,47.12,406,0
58397,-6.767,47.13,400,0
58398,-6.752,47.23,400,0
58399,-6.736,47.27,412,0
58400,-6.721,47.34,406,0
58401,-6.706,47.42,417,0
58402,-6.69,47.45,413,0
58403,-6.675,47.52,410,0
58404,-6.659,47.55,405,0
58405,-6.644,47.65,406,0
58406,-6.628,47.69,400,0
58407,-6.613,47.74,401,0
58408,-6.598,47.77,404,0
58409,-6.582,47.78,400,0
58410,-6.567,46.68,400,0
58411,-6.551,45.57,400,0
58412,-6.536,44.77,400,0
58413,-6.52,44.09,400,0
58414,-6.505,43.56,400,0
58415,-6.49,43.11,400,0
58416,-6.474,42.76,400,0
58417,-6.459,42.52,400,0
58418,-6.443,42.35,400,0
58419,-6.428,42.18,400,0
58420,-6.413,41.97,400,0
58421,-6.397,41.87,400,0
58422,-6.382,41.72,400,0
58423,-6.367,41.64,400,0
58424,-6.351,41.54,400,0
58425,-6.336,41.46,400,0
58426,-6.321,41.42,400,0
58427,-6.306,41.39,400,0
58428,-6.29,41.33,400,0
58429,-6.275,41.26,400,0
58430,-6.26,41.2,400,0
58431,-6.244,41.11,400,0
58432,-6.229,41.11,400,0
58433,-6.214,41.08,400,0
58434,-6.199,41.01,400,0
58435,-6.184,40.99,400,0
58436,-6.169,40.99,400,0
58437,-6.153,40.91,400,0
58438,-6.138,40.84,400,0
58439,-6.123,40.97,428,0
58440,-6.108,41.88,423,0
58441,-6.093,42.91,413,0
58442,-6.078,43.81,417,0
58443,-6.063,44.35,409,0
58444,-6.048,44.89,400,0
58445,-6.033,45.3,401,0
58446,-6.018,45.61,406,0
58447,-6.003,45.89,403,0
58448,-5.988,46.13,409,0
58449,-5.973,46.32,400,0
58450,-5.958,46.45,400,0
58451,-5.943,46.59,400,0
58452,-5.929,46.71,400,0
58453,-5.914,46.85,404,0
58454,-5.899,46.91,401,0
58455,-5.884,47.01,400,0
58456,-5.869,47.1,406,0
58457,-5.855,47.19,400,0
58458,-5.84,47.25,400,0
58459,-5.825,47.34,408,0
58460,-5.811,47.45,401,0
58461,-5.796,47.46,404,0
58462,-5.782,47.54,401,0
58463,-5.767,47.64,402,0
58464,-5.753,47.65,403,0
58465,-5.738,47.71,400,0
58466,-5.724,47.79,405,0
58467,-5.709,47.78,418,0
58468,-5.695,47.83,404,0
58469,-5.68,47.81,400,0
58470,-5.666,46.71,400,0
58471,-5.652,45.66,400,0
58472,-5.638,44.8,400,0
58473,-5.623,44.14,400,0
58474,-5.609,43.64,400,0
58475,-5.595,43.19,400,0
58476,-5.581,42.81,400,0
58477,-5.567,42.61,400,0
58478,-5.553,42.4,400,0
58479,-5.539,42.22,400,0
58480,-5.525,42.06,400,0
58481,-5.511,41.9,400,0
58482,-5.497,41.78,400,0
58483,-5.483,41.7,400,0
58484,-5.469,41.63,400,0
58485,-5.455,41.49,401,0
58486,-5.442,41.45,400,0
58487,-5.428,41.4,400,0
58488,-5.414,41.31,400,0
58489,-5.401,41.27,400,0
58490,-5.387,41.22,400,0
58491,-5.374,41.2,400,0
58492,-5.36,41.14,400,0
58493,-5.347,41.1,400,0
58494,-5.333,41.06,400,0
58495,-5.32,40.99,400,0
58496,-5.307,40.96,400,0
58497,-5.293,40.95,400,0
58498,-5.28,40.9,400,0
58499,-5.267,40.98,426,0
58500,-5.254,41.96,439,0
58501,-5.241,42.94,424,0
58502,-5.228,43.86,427,0
58503,-5.215,44.49,422,0
58504,-5.202,44.94,415,0
58505,-5.189,45.34,415,0
58506,-5.176,45.69,416,0
58507,-5.163,46,415,0
58508,-5.151,46.19,404,0
58509,-5.138,46.39,414,0
58510,-5.125,46.51,400,0
58511,-5.113,46.67,407,0
58512,-5.1,46.79,404,0
58513,-5.088,46.92,413,0
58514,-5.075,47.03,414,0
58515,-5.063,47.13,402,0
58516,-5.051,47.22,404,0
58517,-5.039,47.31,408,0
58518,-5.026,47.36,402,0
58519,-5.014,47.42,408,0
58520,-5.002,47.48,403,0
58521,-4.99,47.57,405,0
58522,-4.978,47.6,400,0
58523,-4.966,47.69,408,0
58524,-4.954,47.72,409,0
58525,-4.943,47.76,400,0
58526,-4.931,47.8,414,0
58527,-4.919,47.89,400,0
58528,-4.908,47.9,400,0
58529,-4.896,47.84,400,0
58530,-4.885,46.78,400,0
58531,-4.873,45.7,400,0
58532,-4.862,44.86,400,0
58533,-4.851,44.17,400,0
58534,-4.839,43.68,400,0
58535,-4.828,43.23,400,0
